Field1,X,Y,Z
11195,586416.373,4475065.194,1.111
11196,586417.819,4475065.057,0.904
11197,586419.276,4475064.802,0.665
11198,586420.659,4475064.553,0.443
11199,586421.849,4475064.399,0.268
11200,586423.056,4475064.513,0.116
11201,586424.015,4475064.621,-0.031
11202,586424.7,4475064.629,-0.335
11203,586424.468,4475064.575,-0.1
11204,586419.956,4475041.339,-0.12
11205,586419.689,4475041.381,-0.081
11206,586418.526,4475041.495,0.097
11207,586416.82,4475041.677,0.364
11208,586415.418,4475042.069,0.568
11209,586414.632,4475042.218,0.664
11210,586412.778,4475042.53,0.952
11211,586411.367,4475042.499,1.11
11212,586410.15,4475042.463,1.238
11213,586408.988,4475042.476,1.367
11214,586407.823,4475042.43,1.499
11215,586406.562,4475042.43,1.645
11216,586405.257,4475042.363,1.794
11217,586404.162,4475042.252,1.921
11218,586403.05,4475042.096,2.041
11219,586401.938,4475041.854,2.115
11220,586400.672,4475041.68,2.123
11221,586399.341,4475041.55,2.151
11222,586397.982,4475041.345,2.186
11223,586396.665,4475041.085,2.256
11224,586395.311,4475040.902,2.297
11225,586393.829,4475040.749,2.332
11226,586392.325,4475040.744,2.363
11227,586390.857,4475040.79,2.416
11228,586389.402,4475040.809,2.443
11229,586387.952,4475040.924,2.463
11230,586386.477,4475041.04,2.55
11231,586385.039,4475041.25,2.599
11232,586383.634,4475041.414,2.62
11233,586382.188,4475041.549,2.683
11234,586381.717,4475015.111,2.677
11235,586382.776,4475015.593,2.669
11236,586383.929,4475016.034,2.669
11237,586385.157,4475016.417,2.634
11238,586386.359,4475016.733,2.569
11239,586387.733,4475017.114,2.513
11240,586389.208,4475017.25,2.495
11241,586390.799,4475017.165,2.499
11242,586392.169,4475016.875,2.542
11243,586393.514,4475016.545,2.554
11244,586394.93,4475016.366,2.586
11245,586396.259,4475016.087,2.559
11246,586397.684,4475015.857,2.525
11247,586398.973,4475015.605,2.388
11248,586400.36,4475015.316,2.171
11249,586401.742,4475015.06,1.972
11250,586403.123,4475014.79,1.798
11251,586404.577,4475014.54,1.608
11252,586405.994,4475014.361,1.425
11253,586407.501,4475014.28,1.224
11254,586408.926,4475014.488,1.026
11255,586410.377,4475014.78,0.822
11256,586411.786,4475015.252,0.629
11257,586413.179,4475015.527,0.423
11258,586414.543,4475015.653,0.209
11259,586416.133,4475015.754,0.011
11260,586417.158,4475015.777,-0.139
11261,586418.062,4475015.618,-0.271
11262,586417.572,4475015.612,-0.215
11263,586416.242,4475015.709,-0.017
11264,586413.995,4474991.32,0.263
11265,586412.876,4474991.239,0.378
11266,586411.7,4474991.227,0.529
11267,586410.526,4474991.213,0.655
11268,586409.287,4474991.076,0.812
11269,586407.975,4474991.067,0.994
11270,586406.634,4474991.022,1.145
11271,586405.22,4474991.054,1.307
11272,586399.88,4474991.012,1.837
11273,586398.731,4474990.919,1.974
11274,586397.473,4474990.867,2.146
11275,586396.319,4474990.797,2.207
11276,586395.046,4474990.696,2.346
11277,586393.737,4474990.509,2.479
11278,586392.381,4474990.476,2.555
11279,586390.762,4474990.474,2.632
11280,586389.134,4474990.424,2.68
11281,586387.647,4474990.477,2.736
11282,586386.23,4474990.497,2.78
11283,586384.577,4474990.468,2.821
11284,586383.301,4474990.47,2.824
11285,586382.398,4474990.379,2.824
11286,586381.523,4474989.954,2.781
11287,586383.393,4474966.335,2.768
11288,586383.939,4474966.448,2.775
11289,586385.021,4474966.749,2.748
11290,586386.192,4474967.154,2.699
11291,586387.67,4474967.654,2.628
11292,586388.978,4474968.064,2.631
11293,586390.293,4474968.407,2.539
11294,586391.718,4474968.637,2.517
11295,586393.073,4474968.67,2.471
11296,586394.366,4474968.63,2.416
11297,586395.615,4474968.524,2.375
11298,586396.869,4474968.415,2.318
11299,586398.178,4474968.333,2.233
11300,586399.515,4474968.168,2.157
11301,586400.856,4474968.123,2.094
11302,586402.253,4474968.133,2.001
11303,586403.657,4474968.084,1.854
11304,586405.013,4474968.058,1.715
11305,586406.303,4474968.049,1.528
11306,586407.583,4474968.092,1.334
11307,586408.943,4474968.047,1.134
11308,586410.399,4474967.992,0.937
11309,586411.824,4474968.001,0.722
11310,586413.565,4474967.983,0.516
11311,586416.395,4474968.086,0.064
11312,586418.462,4474968.237,-0.254
11313,586419.754,4474968.321,-0.435
11314,586420.426,4474968.445,-0.522
11315,586419.955,4474968.425,-0.457
11316,586419.277,4474968.088,-0.363
11317,586418.62,4474967.958,-0.335
11318,586418.2,4474968.083,-0.202
11319,586408.168,4474942.722,1.429
11320,586407.146,4474942.813,1.538
11321,586406.434,4474942.863,1.606
11322,586405.48,4474942.919,1.708
11323,586404.442,4474942.914,1.824
11324,586403.391,4474942.891,2.011
11325,586402.28,4474942.87,2.159
11326,586401.165,4474942.755,2.285
11327,586399.93,4474942.619,2.393
11328,586398.629,4474942.531,2.501
11329,586397.29,4474942.446,2.548
11330,586395.901,4474942.516,2.597
11331,586394.539,4474942.616,2.601
11332,586393.152,4474942.742,2.616
11333,586391.533,4474942.755,2.614
11334,586390.221,4474942.818,2.617
11335,586389.197,4474942.943,2.676
11336,586391.524,4474917.393,2.568
11337,586392.562,4474917.477,2.52
11338,586394.085,4474917.798,2.477
11339,586395.415,4474918.108,2.489
11340,586396.439,4474918.405,2.459
11341,586398.241,4474918.834,2.402
11342,586399.772,4474919.087,2.333
11343,586401.286,4474919.293,2.223
11344,586402.705,4474919.543,2.134
11345,586404.106,4474919.637,2.012
11346,586405.525,4474919.639,1.847
11347,586407.115,4474919.513,1.725
11348,586408.603,4474919.404,1.534
11349,586410.14,4474919.218,1.383
11350,586411.654,4474919.072,1.231
11351,586413.191,4474918.966,1.047
11352,586414.697,4474918.733,0.893
11353,586416.268,4474918.667,0.694
11354,586417.859,4474918.495,0.471
11355,586419.35,4474918.384,0.267
11356,586420.644,4474918.327,0.091
11357,586421.629,4474918.359,-0.047
11358,586426.233,4474892.522,-0.231
11359,586425.795,4474892.397,-0.168
11360,586425.062,4474892.342,-0.043
11361,586424.215,4474892.243,0.05
11362,586414.922,4474891.749,1.396
11363,586414.317,4474891.67,1.478
11364,586410.292,4474891.309,2.083
11365,586409.419,4474891.408,2.189
11366,586409.14,4474891.463,2.209
11367,586408.595,4474891.501,2.229
11368,586407.423,4474891.547,2.252
11369,586405.944,4474891.499,2.276
11370,586404.431,4474891.401,2.313
11371,586402.88,4474891.325,2.337
11372,586401.178,4474891.241,2.437
11373,586399.611,4474891.07,2.493
11374,586398.105,4474890.925,2.528
11375,586396.769,4474890.801,2.556
11376,586395.444,4474890.658,2.566
11377,586401.349,4474864.102,2.499
11378,586402.151,4474864.258,2.492
11379,586403.369,4474864.489,2.518
11380,586404.646,4474864.753,2.497
11381,586405.919,4474865.172,2.435
11382,586407.298,4474865.348,2.402
11383,586408.825,4474865.561,2.378
11384,586410.391,4474865.696,2.374
11385,586411.941,4474865.927,2.367
11386,586413.364,4474866.124,2.26
11387,586414.894,4474866.25,2.09
11388,586416.537,4474866.459,1.802
11389,586418.208,4474866.613,1.593
11390,586419.734,4474866.736,1.405
11391,586421.224,4474866.91,1.18
11392,586422.8,4474867.107,0.968
11393,586424.39,4474867.272,0.752
11394,586425.926,4474867.38,0.525
11395,586427.551,4474867.345,0.297
11396,586428.831,4474867.423,0.111
11397,586429.767,4474867.504,-0.024
11398,586430.124,4474867.52,-0.074
11399,586430.108,4474867.577,-0.089
11400,586439.173,4474845.654,-0.352
11401,586438.461,4474845.553,-0.256
11402,586437.939,4474845.579,-0.21
11403,586437.137,4474845.434,-0.088
11404,586436.489,4474845.414,-0.002
11405,586435.154,4474845.018,0.155
11406,586434.322,4474844.874,0.249
11407,586433.309,4474844.605,0.391
11408,586431.989,4474844.189,0.577
11409,586430.573,4474843.724,0.762
11410,586429.535,4474843.413,0.91
11411,586428.14,4474843.159,1.1
11412,586426.705,4474843.024,1.257
11413,586414.706,4474842.527,2.265
11414,586414.156,4474842.536,2.284
11415,586414.106,4474842.508,2.293
11416,586413.238,4474842.477,2.317
11417,586412.07,4474842.402,2.344
11418,586410.606,4474842.293,2.396
11419,586409.585,4474842.226,2.401
11420,586408.307,4474842.141,2.432
11421,586406.994,4474842.063,2.51
11422,586405.574,4474841.849,2.46
11423,586404.538,4474841.793,2.476
11424,586403.077,4474841.596,2.458
11425,586401.874,4474841.474,2.45
11426,586400.574,4474841.499,2.442
11427,586399.629,4474841.334,2.475
11428,586398.371,4474841.14,2.385
11429,586397.893,4474840.845,2.413
11430,586406.301,4474819.893,2.381
11431,586406.99,4474820.015,2.372
11432,586407.993,4474820.304,2.403
11433,586409.4,4474820.712,2.407
11434,586410.433,4474821.06,2.41
11435,586411.83,4474821.404,2.354
11436,586413.311,4474821.76,2.278
11437,586414.896,4474822.058,2.224
11438,586416.422,4474822.108,2.151
11439,586417.951,4474821.952,2.121
11440,586419.528,4474821.676,2.106
11441,586421.137,4474821.47,2.086
11442,586422.811,4474821.443,2.062
11443,586424.457,4474821.402,2.036
11444,586426.02,4474821.443,1.972
11445,586427.517,4474821.427,1.885
11446,586429.031,4474821.574,1.686
11447,586430.638,4474821.755,1.517
11448,586432.162,4474821.907,1.361
11449,586433.714,4474822.194,1.216
11450,586435.25,4474822.511,1.022
11451,586436.745,4474822.843,0.833
11452,586438.298,4474823.244,0.636
11453,586439.777,4474823.581,0.457
11454,586441.304,4474823.882,0.272
11455,586442.78,4474824.221,0.127
11456,586444.289,4474824.725,-0.079
11457,586445.253,4474824.944,-0.189
11458,586455.73,4474803.153,-0.322
11459,586454.836,4474802.739,-0.142
11460,586454.169,4474802.456,-0.045
11461,586453.486,4474802.067,0.03
11462,586452.702,4474801.888,0.142
11463,586451.364,4474801.572,0.301
11464,586450.582,4474801.221,0.392
11465,586449.625,4474800.712,0.517
11466,586448.515,4474800.205,0.666
11467,586447.04,4474799.51,0.85
11468,586445.775,4474798.948,0.981
11469,586444.404,4474798.705,1.092
11470,586443.045,4474798.59,1.19
11471,586441.752,4474798.723,1.273
11472,586440.532,4474798.938,1.352
11473,586439.272,4474799.203,1.416
11474,586437.997,4474799.399,1.474
11475,586436.703,4474799.501,1.534
11476,586435.506,4474799.521,1.717
11477,586434.239,4474799.405,1.798
11478,586432.799,4474799.368,1.854
11479,586431.105,4474799.226,1.899
11480,586429.743,4474799.26,1.936
11481,586428.418,4474799.214,1.935
11482,586427.07,4474799.223,1.939
11483,586425.693,4474799.263,2.013
11484,586424.216,4474799.395,2.006
11485,586422.695,4474799.482,2.07
11486,586421.221,4474799.589,2.164
11487,586419.855,4474799.624,2.259
11488,586418.475,4474799.564,2.3
11489,586417.084,4474799.521,2.337
11490,586415.706,4474799.42,2.33
11491,586414.381,4474799.346,2.363
11492,586413.086,4474799.257,2.307
11493,586411.837,4474799.177,2.318
11494,586410.589,4474799.199,2.301
11495,586409.653,4474798.986,2.296
11496,586409.324,4474798.535,2.239
11497,586409.326,4474798.153,2.285
11508,586426.779,4474774.356,2.284
11509,586427.976,4474774.854,2.218
11510,586429.271,4474775.33,2.133
11511,586430.763,4474775.814,2.048
11512,586432.363,4474776.417,1.956
11513,586434.1,4474776.868,1.842
11514,586435.905,4474776.898,1.786
11515,586437.572,4474776.738,1.727
11516,586439.128,4474776.483,1.7
11517,586440.576,4474776.296,1.682
11518,586442.001,4474776.321,1.644
11519,586443.425,4474776.396,1.603
11520,586444.914,4474776.548,1.529
11521,586446.501,4474776.764,1.44
11522,586448.009,4474776.827,1.398
11523,586449.528,4474776.979,1.348
11524,586450.944,4474777.162,1.297
11525,586452.356,4474777.208,1.245
11526,586453.774,4474777.256,1.2
11527,586455.173,4474777.313,1.127
11528,586456.58,4474777.354,1.03
11529,586457.898,4474777.434,0.934
11530,586459.209,4474777.592,0.816
11531,586460.652,4474777.621,0.696
11532,586462.221,4474777.66,0.574
11533,586463.783,4474777.619,0.445
11534,586465.309,4474777.638,0.319
11535,586466.602,4474777.728,0.184
11536,586467.704,4474777.788,0.016
11537,586468.704,4474777.841,-0.096
11538,586469.297,4474777.941,-0.212
11539,586478.425,4474762.625,-0.234
11540,586478.158,4474762.557,-0.216
11541,586477.614,4474762.415,-0.151
11542,586476.946,4474762.164,0
11543,586476.148,4474762.115,0.095
11544,586475.373,4474762.018,0.19
11545,586472.401,4474761.409,0.521
11546,586471.587,4474761.339,0.612
11547,586470.16,4474761.125,0.769
11548,586468.826,4474760.829,0.884
11549,586467.394,4474760.716,0.976
11550,586465.934,4474760.926,1.066
11551,586464.633,4474761.256,1.106
11552,586463.405,4474761.594,1.149
11553,586462.167,4474761.941,1.198
11554,586460.984,4474761.975,1.236
11555,586459.756,4474761.965,1.299
11556,586458.497,4474762.015,1.359
11557,586457.147,4474762.325,1.434
11558,586455.803,4474762.485,1.468
11559,586454.502,4474762.607,1.526
11560,586453.119,4474762.739,1.578
11561,586451.71,4474762.831,1.662
11562,586450.287,4474762.92,1.718
11563,586448.795,4474762.916,1.711
11564,586447.195,4474762.832,1.714
11565,586445.547,4474762.786,1.688
11566,586443.984,4474762.693,1.689
11567,586442.483,4474762.579,1.646
11568,586440.986,4474762.644,1.711
11569,586439.419,4474762.651,1.777
11570,586437.895,4474762.564,1.861
11571,586436.413,4474762.528,1.96
11572,586435.102,4474762.636,2.015
11573,586433.865,4474762.691,2.1
11574,586435.258,4474751.644,2.153
11575,586436.205,4474752.042,2.113
11576,586437.367,4474752.691,2.113
11577,586438.55,4474753.356,2.03
11578,586439.844,4474753.967,1.965
11579,586441.241,4474754.46,1.872
11580,586442.827,4474754.584,1.775
11581,586444.425,4474754.381,1.71
11582,586446.085,4474754.011,1.69
11583,586447.669,4474753.812,1.69
11584,586449.277,4474753.731,1.702
11585,586450.896,4474753.743,1.703
11586,586452.523,4474753.728,1.715
11587,586454.031,4474753.781,1.721
11588,586455.453,4474753.827,1.691
11589,586449.324,4474728.991,2.091
11590,586449.801,4474729.301,2.051
11591,586450.751,4474729.743,1.973
11592,586451.766,4474730.351,1.869
11593,586452.956,4474730.824,1.793
11594,586454.243,4474731.184,1.707
11595,586455.691,4474731.382,1.631
11596,586457.181,4474731.448,1.631
11597,586458.831,4474731.544,1.631
11598,586460.518,4474731.638,1.657
11599,586462.218,4474731.743,1.698
11600,586463.84,4474731.864,1.71
11601,586465.403,4474732.071,1.652
11602,586466.974,4474732.286,1.59
11603,586468.367,4474732.561,1.607
11604,586469.794,4474732.774,1.621
11605,586471.42,4474733.043,1.6
11606,586472.84,4474733.227,1.592
11607,586474.235,4474733.515,1.518
11608,586475.759,4474733.718,1.426
11609,586477.199,4474733.893,1.328
11610,586478.668,4474733.946,1.188
11611,586480.219,4474734.017,1.074
11612,586481.774,4474734.033,0.908
11613,586483.378,4474734.016,0.743
11614,586485.014,4474734.081,0.553
11615,586486.666,4474734.04,0.356
11616,586488.098,4474733.988,0.179
11617,586489.32,4474733.994,0.045
11618,586490.255,4474734.08,-0.108
11619,586500.775,4474714.845,-0.229
11620,586499.604,4474714.282,-0.014
11621,586498.735,4474713.911,0.102
11622,586497.847,4474713.622,0.192
11623,586496.869,4474713.211,0.343
11624,586495.497,4474712.926,0.517
11625,586493.617,4474712.065,0.758
11626,586492.373,4474711.439,0.87
11627,586491.385,4474710.85,0.96
11628,586490.249,4474710.369,1.062
11629,586489.002,4474709.837,1.116
11630,586487.65,4474709.69,1.208
11631,586486.344,4474709.787,1.268
11632,586484.96,4474710.004,1.343
11633,586483.523,4474710.125,1.428
11634,586482.134,4474710.183,1.514
11635,586480.684,4474710.126,1.536
11636,586479.199,4474709.878,1.554
11637,586477.702,4474709.504,1.547
11638,586476.172,4474709.25,1.546
11639,586474.424,4474709.045,1.522
11640,586472.941,4474708.879,1.5
11641,586471.547,4474708.695,1.482
11642,586470.143,4474708.526,1.474
11643,586468.707,4474708.399,1.48
11644,586467.226,4474708.283,1.519
11645,586465.68,4474708.246,1.619
11646,586461.362,4474708.284,1.866
11647,586460.043,4474708.323,1.931
11648,586458.771,4474708.38,1.974
11649,586457.654,4474708.391,2.003
11650,586456.426,4474708.205,2.034
11651,586455.19,4474707.768,2.049
11652,586454.038,4474707.278,2.088
11653,586452.861,4474706.791,2.096
11654,586451.721,4474706.269,2.119
11655,586462.406,4474682.839,1.93
11656,586463.392,4474683.232,1.889
11657,586464.587,4474683.628,1.892
11658,586465.702,4474684.133,1.868
11659,586466.947,4474684.604,1.861
11660,586468.401,4474684.675,1.791
11661,586469.762,4474684.688,1.78
11662,586471.134,4474684.592,1.767
11663,586472.455,4474684.692,1.681
11664,586473.822,4474684.844,1.616
11665,586475.365,4474685.174,1.571
11666,586476.975,4474685.43,1.43
11667,586478.617,4474685.867,1.347
11668,586480.281,4474686.546,1.288
11669,586481.858,4474687.241,1.317
11670,586483.379,4474687.725,1.48
11671,586485.038,4474688.179,1.534
11672,586486.482,4474688.483,1.578
11673,586487.598,4474688.84,1.615
11674,586489.382,4474689.304,1.629
11675,586490.605,4474689.636,1.643
11676,586492.337,4474690.241,1.591
11677,586493.834,4474690.723,1.528
11678,586495.345,4474691.26,1.413
11679,586496.864,4474691.762,1.292
11680,586498.401,4474692.158,1.168
11681,586499.987,4474692.374,1.014
11682,586501.629,4474692.588,0.83
11683,586503.177,4474692.849,0.65
11684,586504.715,4474692.941,0.467
11685,586506.173,4474692.972,0.308
11686,586507.59,4474692.993,0.145
11687,586508.922,4474692.993,0.01
11688,586509.972,4474693.043,-0.167
11689,586510.619,4474693.133,-0.269
11690,586523.201,4474669.571,-0.335
11691,586522.858,4474669.502,-0.184
11692,586522.172,4474669.309,-0.074
11693,586521.27,4474668.966,0.097
11694,586520.397,4474668.679,0.209
11695,586519.932,4474668.532,0.254
11696,586519.619,4474668.31,0.291
11697,586519.482,4474668.066,0.293
11698,586518.705,4474667.909,0.432
11699,586517.593,4474667.466,0.588
11700,586516.291,4474666.966,0.734
11701,586514.89,4474666.359,0.905
11702,586513.531,4474665.74,1.09
11703,586512.136,4474665.246,1.208
11704,586510.719,4474665.021,1.287
11705,586509.262,4474665.003,1.344
11706,586507.821,4474665.078,1.383
11707,586506.4,4474665.175,1.4
11708,586505.085,4474665.194,1.453
11709,586503.792,4474665.075,1.489
11710,586502.481,4474664.816,1.518
11711,586501.239,4474664.591,1.589
11712,586499.964,4474664.232,1.58
11713,586498.593,4474663.846,1.541
11714,586497.172,4474663.501,1.51
11715,586495.798,4474663.08,1.47
11716,586494.393,4474662.848,1.455
11717,586492.992,4474662.678,1.391
11718,586491.598,4474662.542,1.324
11719,586490.179,4474662.377,1.343
11720,586488.736,4474662.19,1.44
11721,586487.497,4474662.022,1.557
11722,586486.274,4474661.866,1.658
11723,586485.046,4474661.782,1.683
11724,586483.689,4474661.627,1.748
11725,586482.238,4474661.385,1.801
11726,586481.182,4474661.169,1.846
11727,586480.289,4474660.948,1.872
11728,586490.744,4474639.731,1.788
11729,586491.676,4474640.208,1.751
11730,586492.636,4474640.715,1.685
11731,586493.744,4474641.174,1.662
11732,586494.896,4474641.358,1.665
11733,586496.035,4474641.438,1.564
11734,586497.187,4474641.534,1.506
11735,586498.583,4474641.62,1.407
11736,586500.042,4474641.77,1.345
11737,586501.472,4474641.965,1.446
11738,586502.887,4474642.088,1.48
11739,586504.276,4474642.237,1.514
11740,586505.733,4474642.36,1.562
11741,586507.407,4474642.466,1.604
11742,586508.838,4474642.521,1.624
11743,586510.22,4474642.527,1.655
11744,586511.565,4474642.635,1.665
11745,586512.894,4474642.738,1.631
11746,586514.269,4474642.812,1.581
11747,586515.695,4474642.869,1.524
11748,586517.104,4474642.972,1.487
11749,586518.569,4474643.06,1.432
11750,586520.061,4474643.104,1.395
11751,586521.516,4474643.19,1.358
11752,586522.988,4474643.278,1.308
11753,586524.42,4474643.335,1.27
11754,586525.814,4474643.532,1.224
11755,586527.094,4474643.786,1.096
11756,586528.382,4474644.181,0.933
11757,586529.612,4474644.497,0.81
11758,586530.96,4474644.921,0.654
11759,586532.456,4474645.227,0.485
11760,586533.793,4474645.48,0.339
11761,586534.943,4474645.748,0.177
11762,586535.932,4474646.067,0.02
11763,586536.742,4474646.161,-0.081
11764,586537.243,4474646.252,-0.335
11765,586549.103,4474626.821,-0.308
11766,586548.783,4474626.696,-0.269
11767,586548.127,4474626.475,-0.18
11768,586547.411,4474626.131,-0.055
11769,586546.715,4474625.993,0.033
11770,586546.024,4474625.694,0.138
11771,586543.179,4474624.332,0.508
11772,586541.857,4474623.539,0.697
11773,586540.787,4474622.877,0.855
11774,586539.78,4474622.242,0.998
11775,586538.745,4474621.605,1.132
11776,586537.486,4474621.391,1.252
11777,586536.228,4474621.427,1.359
11778,586534.943,4474621.462,1.439
11779,586533.67,4474621.38,1.511
11780,586532.408,4474621.271,1.568
11781,586531.189,4474620.992,1.592
11782,586529.845,4474620.729,1.606
11783,586528.503,4474620.35,1.607
11784,586527.266,4474619.894,1.658
11785,586525.698,4474619.429,1.703
11786,586524.628,4474619.325,1.693
11787,586523.251,4474619.287,1.654
11788,586521.812,4474619.295,1.624
11789,586520.35,4474619.261,1.576
11790,586518.905,4474619.237,1.546
11791,586517.404,4474619.123,1.488
11792,586515.889,4474619.029,1.503
11793,586514.355,4474618.773,1.424
11794,586512.891,4474618.451,1.43
11795,586511.479,4474618.162,1.551
11796,586510.15,4474617.902,1.639
11797,586508.828,4474617.61,1.671
11798,586507.693,4474617.34,1.715
11799,586506.544,4474617.028,1.768
11800,586505.562,4474616.637,1.84
11801,586505.004,4474616.15,1.879
11802,586519.284,4474599.815,1.793
11803,586520.359,4474600.332,1.713
11804,586521.444,4474600.961,1.621
11805,586522.557,4474601.652,1.518
11806,586523.866,4474602.432,1.425
11807,586525.399,4474602.964,1.395
11808,586526.879,4474603.055,1.457
11809,586528.258,4474602.896,1.469
11810,586529.606,4474602.896,1.502
11811,586530.989,4474603.097,1.537
11812,586532.367,4474603.448,1.553
11813,586533.776,4474603.728,1.582
11814,586535.073,4474603.84,1.601
11815,586536.423,4474603.831,1.645
11816,586537.798,4474603.827,1.662
11817,586539.168,4474603.873,1.686
11818,586540.545,4474603.957,1.711
11819,586542.181,4474604.251,1.715
11820,586544.486,4474604.673,1.628
11821,586545.87,4474604.872,1.521
11822,586547.293,4474604.994,1.328
11823,586548.868,4474605.144,1.189
11824,586550.353,4474605.191,1.038
11825,586551.883,4474605.359,0.868
11826,586553.414,4474605.682,0.699
11827,586554.888,4474606.058,0.527
11828,586556.226,4474606.366,0.375
11829,586557.4,4474606.733,0.202
11830,586558.383,4474607.39,0.031
11831,586559.261,4474608.141,-0.116
11832,586559.971,4474608.526,-0.167
11833,586560.218,4474608.709,-0.224
11834,586560.401,4474608.899,-0.265
11835,586560.401,4474608.99,-0.291
11836,586560.278,4474608.8,-0.232
11837,586560.022,4474608.705,-0.214
11838,586573.442,4474586.048,0.517
11839,586574.129,4474586.372,0.508
11840,586574.847,4474586.913,0.235
11841,586575.341,4474587.472,0.142
11842,586575.86,4474588.09,0.079
11843,586576.133,4474588.455,0
11844,586576.123,4474588.434,0.007
11845,586576.156,4474588.519,0.02
11846,586576.33,4474588.493,0.196
11847,586576.823,4474588.721,-0.079
11848,586577.273,4474589.083,-0.174
11849,586577.538,4474589.306,-0.181
11850,586577.615,4474589.429,-0.232
11851,586578.092,4474575.091,0.605
11852,586578.43,4474575.199,0.572
11853,586579.098,4474575.292,0.517
11854,586580.053,4474575.575,0.407
11855,586581.084,4474575.683,0.271
11856,586581.589,4474575.592,0.189
11857,586581.447,4474575.524,0.223
11858,586581.496,4474575.461,0.215
11859,586581.888,4474575.477,0.215
11860,586582.827,4474575.359,0.063
11861,586583.989,4474575.321,-0.014
11862,586584.872,4474575.4,-0.104
11863,586583.967,4474575.234,-0.026
11864,586582.773,4474574.5,0.135
11865,586581.278,4474573.241,-0.249
11866,586577.629,4474564.539,0.711
11867,586577.626,4474564.577,0.7
11868,586577.808,4474564.635,0.676
11869,586578.378,4474564.916,0.579
11870,586579.313,4474565.449,0.308
11871,586580.702,4474565.336,0.119
11872,586581.943,4474565.258,-0.097
11873,586583.174,4474565.444,-0.259
11874,586584.498,4474566.131,-0.562
11875,586585.609,4474566.737,-0.723
11876,586586.618,4474567.17,-0.787
11877,586587.324,4474567.395,-0.9
11878,586587.511,4474567.398,-0.942
11879,586587.362,4474567.375,-0.909
11880,586586.755,4474567.199,-0.798
11881,586585.874,4474567.046,-0.691
11882,586585.124,4474567.01,-0.601
0,586209.208,4475746.371,3.115
12165,586244.556,4475406.682,3.673
12166,586243.008,4475406.799,3.186
12167,586241.098,4475406.9,2.851
12168,586239.539,4475407.109,2.83
12169,586238.118,4475407.259,2.828
12170,586236.838,4475407.276,2.821
12171,586235.635,4475407.383,2.83
12172,586234.46,4475407.472,2.819
12173,586232.937,4475407.67,2.818
12174,586231.82,4475407.804,2.804
12175,586235.189,4475412.349,2.893
12176,586237.578,4475413.265,2.903
12177,586238.843,4475413.549,2.907
12178,586240.158,4475413.779,2.952
12179,586241.544,4475413.923,2.912
12180,586242.836,4475414.034,2.892
12181,586244.149,4475414.154,2.911
12182,586245.4,4475414.257,2.939
12183,586246.794,4475414.195,2.963
12184,586248,4475414.096,2.954
12185,586249.192,4475413.946,2.949
12186,586250.441,4475413.745,2.962
12187,586251.707,4475413.451,2.958
12188,586252.986,4475413.216,2.969
12189,586254.297,4475413.015,2.968
12190,586255.627,4475412.869,2.952
200034,586256.366,4475223.566,4.02
200035,586256.955,4475223.724,3.991
200036,586257.188,4475223.724,3.968
200037,586257.185,4475223.707,3.965
200038,586257.191,4475223.745,3.977
200173,586248.453,4475198.466,3.584
200174,586247.25,4475198.732,3.64
200175,586246.074,4475198.949,3.685
200176,586244.963,4475199.154,3.76
200177,586244.075,4475199.282,3.782
200178,586243.091,4475199.479,3.744
200179,586242.1,4475199.705,3.678
200180,586241.336,4475199.831,3.489
200181,586241.129,4475199.855,3.427
200182,586223.603,4475177.309,3.35
200183,586223.683,4475177.25,3.365
200184,586223.748,4475177.019,3.432
200185,586223.619,4475176.567,3.602
200186,586224.156,4475176.02,3.632
200187,586224.911,4475175.61,3.64
200188,586225.731,4475175.494,3.596
200189,586226.525,4475175.33,3.522
200190,586227.387,4475175.274,3.388
200191,586228.475,4475175.233,3.271
200192,586229.564,4475175.282,3.32
200193,586231.019,4475175.167,3.332
200194,586232.194,4475175.019,3.394
200195,586233.506,4475174.932,3.344
200196,586234.76,4475174.921,3.388
200197,586236.09,4475174.881,3.282
200198,586237.372,4475174.851,3.276
200199,586238.81,4475174.778,3.295
200200,586240.102,4475174.549,3.35
200201,586241.345,4475174.337,3.364
200342,586242.543,4475149.795,3.419
200343,586241.338,4475149.97,3.472
200344,586240.353,4475150.135,3.451
200345,586239.197,4475150.309,3.436
200346,586237.704,4475150.686,3.495
200347,586236.538,4475150.984,3.585
200348,586235.275,4475151.078,3.658
200349,586234.119,4475151.002,3.626
200350,586232.905,4475150.995,3.612
200351,586231.753,4475151.106,3.621
200352,586230.624,4475151.245,3.532
200353,586229.434,4475151.472,3.262
200354,586228.102,4475151.47,3.258
200355,586226.621,4475151.594,3.231
200356,586225.273,4475151.731,3.204
200357,586223.924,4475151.858,3.186
200358,586222.642,4475152.001,3.204
200359,586221.379,4475152.222,3.202
200360,586220.091,4475152.409,3.196
200361,586218.49,4475152.655,3.198
200362,586217.241,4475152.902,3.172
200363,586216.024,4475153.103,3.191
200364,586214.788,4475153.32,3.149
200365,586213.712,4475153.462,3.209
200366,586212.577,4475153.619,3.201
200367,586211.587,4475154.012,3.253
200368,586210.492,4475154.218,3.276
200369,586209.404,4475154.496,3.325
200370,586208.396,4475154.607,3.231
200371,586208.089,4475154.595,3.174
200372,586208.044,4475154.607,3.187
200373,586208.047,4475154.61,3.177
200374,586200.16,4475118.451,3.024
200375,586200.504,4475118.244,3.149
